season,player_id,name,position,age,team_id,total_delta,components_json,delta_awareness,delta_throw_accuracy,delta_throw_power,delta_catching,delta_tackling,delta_speed,delta_agility,delta_strength,delta_stamina,delta_morale
2025,33,Player 1_33,WR,25,1,8,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":3,""catching"":3,""speed"":1,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.02636199432970343,""perf"":2.01024,""pos_bucket"":""WR"",""potential_mult"":1.1,""usage_mult"":1.15}",0,0,0,3,0,1,3,0,1,0
2025,43,Player 1_43,WR,25,1,8,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":3,""catching"":3,""speed"":1,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.1495515547583035,""perf"":2.45808,""pos_bucket"":""WR"",""potential_mult"":1.1,""usage_mult"":1.15}",0,0,0,3,0,1,3,0,1,0
2025,46,Player 2_1,QB,25,2,8,"{""age_mult"":1.09,""applied_attr_map_raw"":{""awareness"":3,""stamina"":1,""throw_accuracy"":3,""throw_power"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.12850951682163764,""perf"":3.0,""pos_bucket"":""QB"",""potential_mult"":1.1,""usage_mult"":0.9846153846153847}",3,3,1,0,0,0,0,0,1,0
2025,15,Player 1_15,OL,25,1,7,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":3,""stamina"":1,""strength"":3},""awards_bonus"":1.5,""injury_drag"":1.0,""noise"":-0.23606522547541597,""perf"":1.1076000000000001,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":1.15}",3,0,0,0,0,0,0,3,1,0
2025,25,Player 1_25,OL,25,1,7,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":3,""stamina"":1,""strength"":3},""awards_bonus"":1.0,""injury_drag"":1.0,""noise"":-0.07276462197403416,""perf"":1.332,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":1.15}",3,0,0,0,0,0,0,3,1,0
2025,3,Player 1_3,WR,25,1,5,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":2,""catching"":2,""speed"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":-0.011196892906414957,""perf"":2.0412,""pos_bucket"":""WR"",""potential_mult"":1.1,""usage_mult"":0.8517482517482518}",0,0,0,2,0,1,2,0,0,0
2025,10,Player 1_10,P,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":1.0,""injury_drag"":1.0,""noise"":-0.2283243010987075,""perf"":3.0,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":0.9720279720279721}",4,0,0,0,0,0,0,0,1,0
2025,20,Player 1_20,P,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.10411493937645871,""perf"":3.0,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":1.15}",4,0,0,0,0,0,0,0,1,0
2025,29,Player 1_29,K,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":-0.1459112758860891,""perf"":3.0,""pos_bucket"":""K"",""potential_mult"":1.1,""usage_mult"":1.15}",4,0,0,0,0,0,0,0,1,0
2025,30,Player 1_30,P,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":-0.12827401755076706,""perf"":3.0,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":1.15}",4,0,0,0,0,0,0,0,1,0
2025,39,Player 1_39,K,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.03867452657246567,""perf"":3.0,""pos_bucket"":""K"",""potential_mult"":1.1,""usage_mult"":1.15}",4,0,0,0,0,0,0,0,1,0
2025,40,Player 1_40,P,25,1,5,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.16119308668932075,""perf"":3.0,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":1.15}",4,0,0,0,0,0,0,0,1,0
2025,47,Player 2_2,RB,25,2,5,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":2,""awareness"":1,""speed"":2},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.03134640467017735,""perf"":2.79,""pos_bucket"":""RB"",""potential_mult"":1.1,""usage_mult"":0.9916083916083916}",1,0,0,0,0,2,2,0,0,0
2025,49,Player 2_4,TE,25,2,5,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":2,""catching"":2,""speed"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.04369042079319779,""perf"":2.1636,""pos_bucket"":""TE"",""potential_mult"":1.1,""usage_mult"":1.15}",0,0,0,2,0,1,2,0,0,0
2025,51,Player 2_6,DL,25,2,5,"{""age_mult"":1.0,""applied_attr_map_raw"":{""awareness"":1,""strength"":2,""tackling"":2},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.1776866153316206,""perf"":1.725,""pos_bucket"":""DL"",""potential_mult"":1.1,""usage_mult"":1.15}",1,0,0,0,2,0,0,2,0,0
2025,35,Player 1_35,OL,25,1,4,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":2,""strength"":2},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.24403067896619285,""perf"":1.4496,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":1.15}",2,0,0,0,0,0,0,2,0,0
2025,1,Player 1_1,QB,25,1,3,"{""age_mult"":1.09,""applied_attr_map_raw"":{""awareness"":5,""morale"":1,""stamina"":1,""throw_accuracy"":5,""throw_power"":1},""awards_bonus"":2.5,""injury_drag"":1.0,""noise"":0.0288760851424269,""perf"":3.0,""pos_bucket"":""QB"",""potential_mult"":1.1,""usage_mult"":0.8097902097902098}",0,0,1,0,0,0,0,0,1,1
2025,8,Player 1_8,DB,25,1,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""awareness"":1,""catching"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":-0.21710717162976295,""perf"":1.2600000000000002,""pos_bucket"":""DB"",""potential_mult"":1.1,""usage_mult"":0.9328671328671329}",1,0,0,1,0,0,1,0,0,0
2025,9,Player 1_9,K,25,1,3,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":7,""morale"":1,""stamina"":1},""awards_bonus"":3.5,""injury_drag"":1.0,""noise"":-0.049563590073241015,""perf"":3.0,""pos_bucket"":""K"",""potential_mult"":1.1,""usage_mult"":0.9524475524475524}",1,0,0,0,0,0,0,0,1,1
2025,28,Player 1_28,DB,25,1,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""awareness"":1,""catching"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.02306648417600604,""perf"":0.8099999999999999,""pos_bucket"":""DB"",""potential_mult"":1.1,""usage_mult"":1.15}",1,0,0,1,0,0,1,0,0,0
2025,38,Player 1_38,DB,25,1,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""awareness"":1,""catching"":1},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.15632673330568053,""perf"":0.6300000000000001,""pos_bucket"":""DB"",""potential_mult"":1.1,""usage_mult"":1.15}",1,0,0,1,0,0,1,0,0,0
2025,44,Player 1_44,TE,25,1,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""catching"":1,""speed"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":-0.021760790053241053,""perf"":1.5426,""pos_bucket"":""TE"",""potential_mult"":1.1,""usage_mult"":0.9706293706293706}",0,0,0,1,0,1,1,0,0,0
2025,48,Player 2_3,WR,25,2,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""catching"":1,""speed"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.07739675378043992,""perf"":1.6194000000000002,""pos_bucket"":""WR"",""potential_mult"":1.1,""usage_mult"":0.9986013986013986}",0,0,0,1,0,1,1,0,0,0
2025,52,Player 2_7,LB,25,2,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""awareness"":1,""strength"":1,""tackling"":1},""awards_bonus"":0.0,""injury_drag"":0.25,""noise"":0.16991491334390385,""perf"":2.376,""pos_bucket"":""LB"",""potential_mult"":1.1,""usage_mult"":0.9412587412587412}",1,0,0,0,1,0,0,1,0,0
2025,53,Player 2_8,DB,25,2,3,"{""age_mult"":1.0,""applied_attr_map_raw"":{""agility"":1,""awareness"":1,""catching"":1},""awards_bonus"":0.0,""injury_drag"":0.25,""noise"":-0.07786782373907264,""perf"":3.0,""pos_bucket"":""DB"",""potential_mult"":1.1,""usage_mult"":0.9468531468531468}",1,0,0,1,0,0,1,0,0,0
2025,6,Player 1_6,DL,25,1,2,"{""age_mult"":1.0,""applied_attr_map_raw"":{""awareness"":1,""stamina"":1,""strength"":3,""tackling"":3},""awards_bonus"":0.0,""injury_drag"":1.0,""noise"":0.23664601287116277,""perf"":3.0,""pos_bucket"":""DL"",""potential_mult"":1.1,""usage_mult"":0.9146853146853147}",1,0,0,0,0,0,0,0,1,0
2025,7,Player 1_7,LB,25,1,2,"{""age_mult"":1.0,""applied_attr_map_raw"":{""awareness"":1,""stamina"":1,""strength"":4,""tackling"":4},""awards_bonus"":1.0,""injury_drag"":1.0,""noise"":0.03485440176728016,""perf"":3.0,""pos_bucket"":""LB"",""potential_mult"":1.1,""usage_mult"":0.9356643356643357}",1,0,0,0,0,0,0,0,1,0
2025,45,Player 1_45,OL,25,1,2,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":1,""strength"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.0951816665842451,""perf"":1.1460000000000001,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":0.9776223776223776}",1,0,0,0,0,0,0,1,0,0
2025,50,Player 2_5,OL,25,2,2,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":1,""strength"":1},""awards_bonus"":0.0,""injury_drag"":0.7,""noise"":0.12895570446276516,""perf"":1.116,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":1.15}",1,0,0,0,0,0,0,1,0,0
2025,5,Player 1_5,OL,25,1,1,"{""age_mult"":1.03,""applied_attr_map_raw"":{""awareness"":4,""stamina"":1,""strength"":4},""awards_bonus"":3.5,""injury_drag"":1.0,""noise"":-0.24977629865981527,""perf"":0.558,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":0.8937062937062936}",0,0,0,0,0,0,0,0,1,0
2025,54,Player 2_9,K,25,2,1,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":1},""awards_bonus"":0.0,""injury_drag"":0.25,""noise"":0.021981442463383793,""perf"":3.0,""pos_bucket"":""K"",""potential_mult"":1.1,""usage_mult"":0.9524475524475524}",1,0,0,0,0,0,0,0,0,0
2025,55,Player 2_10,P,25,2,1,"{""age_mult"":1.1,""applied_attr_map_raw"":{""awareness"":1},""awards_bonus"":0.0,""injury_drag"":0.25,""noise"":0.04983142879627006,""perf"":3.0,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":0.958041958041958}",1,0,0,0,0,0,0,0,0,0
2025,56,Player 2_11,QB,25,2,0,"{""age_mult"":1.09,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.1695386027765658,""perf"":3.0,""pos_bucket"":""QB"",""potential_mult"":1.1,""usage_mult"":0.8727272727272727}",0,0,0,0,0,0,0,0,0,0
2025,57,Player 2_12,RB,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.11002874374491706,""perf"":1.764,""pos_bucket"":""RB"",""potential_mult"":1.1,""usage_mult"":0.8769230769230769}",0,0,0,0,0,0,0,0,0,0
2025,58,Player 2_13,WR,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.08440879250214767,""perf"":1.4468400000000001,""pos_bucket"":""WR"",""potential_mult"":1.1,""usage_mult"":0.881118881118881}",0,0,0,0,0,0,0,0,0,0
2025,59,Player 2_14,TE,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.06947953598386042,""perf"":1.05336,""pos_bucket"":""TE"",""potential_mult"":1.1,""usage_mult"":0.8853146853146854}",0,0,0,0,0,0,0,0,0,0
2025,60,Player 2_15,OL,25,2,0,"{""age_mult"":1.03,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":0.02887813429081254,""perf"":0.5424,""pos_bucket"":""OL"",""potential_mult"":1.1,""usage_mult"":0.793006993006993}",0,0,0,0,0,0,0,0,0,0
2025,61,Player 2_16,DL,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":0.08329578425170392,""perf"":1.89,""pos_bucket"":""DL"",""potential_mult"":1.1,""usage_mult"":0.7958041958041958}",0,0,0,0,0,0,0,0,0,0
2025,62,Player 2_17,LB,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.11215863546122995,""perf"":1.188,""pos_bucket"":""LB"",""potential_mult"":1.1,""usage_mult"":0.7986013986013986}",0,0,0,0,0,0,0,0,0,0
2025,63,Player 2_18,DB,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.11273240087934999,""perf"":0.15,""pos_bucket"":""DB"",""potential_mult"":1.1,""usage_mult"":0.8013986013986014}",0,0,0,0,0,0,0,0,0,0
2025,64,Player 2_19,K,25,2,0,"{""age_mult"":1.1,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":0.06926844975320667,""perf"":1.1727,""pos_bucket"":""K"",""potential_mult"":1.1,""usage_mult"":0.7020979020979021}",0,0,0,0,0,0,0,0,0,0
2025,65,Player 2_20,P,25,2,0,"{""age_mult"":1.1,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.17580121382945196,""perf"":1.1826,""pos_bucket"":""P"",""potential_mult"":1.1,""usage_mult"":0.7034965034965035}",0,0,0,0,0,0,0,0,0,0
2025,66,Player 2_21,QB,25,2,0,"{""age_mult"":1.09,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":-0.07447876816097387,""perf"":1.4309999999999998,""pos_bucket"":""QB"",""potential_mult"":1.1,""usage_mult"":0.7048951048951049}",0,0,0,0,0,0,0,0,0,0
2025,67,Player 2_22,RB,25,2,0,"{""age_mult"":1.0,""applied_attr_map_raw"":{},""awards_bonus"":0.0,""injury_drag"":0.0,""noise"":0.11499207084204355,""perf"":0.49799999999999994,""pos_bucket"":""RB"",""potential_mult"":1.1,""usage_mult"":0.7062937062937062}",0,0,0,0,0,0,0,0,0,0
